Date,High,Close_1,Open_1,High_1,Low_1,Vol_1,Change_1,Close_2,Open_2,High_2,Low_2,Vol_2,Change_2,Close_3,Open_3,High_3,Low_3,Vol_3,Change_3,Close_4,Open_4,High_4,Low_4,Vol_4,Change_4,Close_5,Open_5,High_5,Low_5,Vol_5,Change_5
18/5/2021,3558.57,3279.68,3582.19,3582.27,3130.12,2850000,-8.44,3582.12,3643.67,3877.20,3351.92,2280000,-1.63,3641.65,4074.57,4129.99,3639.12,1940000,-10.64,4075.38,3719.46,4171.76,3694.54,2060000,9.56,3719.62,3807.50,4031.99,3539.96,3210000,-2.42
17/5/2021,3582.27,3582.12,3643.67,3877.20,3351.92,2280000,-1.63,3641.65,4074.57,4129.99,3639.12,1940000,-10.64,4075.38,3719.46,4171.76,3694.54,2060000,9.56,3719.62,3807.50,4031.99,3539.96,3210000,-2.42,3811.77,4173.61,4366.10,3794.15,2780000,-8.54
16/5/2021,3877.20,3641.65,4074.57,4129.99,3639.12,1940000,-10.64,4075.38,3719.46,4171.76,3694.54,2060000,9.56,3719.62,3807.50,4031.99,3539.96,3210000,-2.42,3811.77,4173.61,4366.10,3794.15,2780000,-8.54,4167.78,3948.66,4177.53,3781.86,1270000,5.57
15/5/2021,4129.99,4075.38,3719.46,4171.76,3694.54,2060000,9.56,3719.62,3807.50,4031.99,3539.96,3210000,-2.42,3811.77,4173.61,4366.10,3794.15,2780000,-8.54,4167.78,3948.66,4177.53,3781.86,1270000,5.57,3947.90,3923.48,4203.98,3669.84,2700000,0.65
14/5/2021,4171.76,3719.62,3807.50,4031.99,3539.96,3210000,-2.42,3811.77,4173.61,4366.10,3794.15,2780000,-8.54,4167.78,3948.66,4177.53,3781.86,1270000,5.57,3947.90,3923.48,4203.98,3669.84,2700000,0.65,3922.23,3905.69,3979.77,3734.44,1940000,0.43
13/5/2021,4031.99,3811.77,4173.61,4366.10,3794.15,2780000,-8.54,4167.78,3948.66,4177.53,3781.86,1270000,5.57,3947.90,3923.48,4203.98,3669.84,2700000,0.65,3922.23,3905.69,3979.77,3734.44,1940000,0.43,3905.55,3479.81,3952.88,3453.37,1340000,12.19
12/5/2021,4366.10,4167.78,3948.66,4177.53,3781.86,1270000,5.57,3947.90,3923.48,4203.98,3669.84,2700000,0.65,3922.23,3905.69,3979.77,3734.44,1940000,0.43,3905.55,3479.81,3952.88,3453.37,1340000,12.19,3481.22,3490.83,3583.34,3363.56,1350000,-0.24
11/5/2021,4177.53,3947.90,3923.48,4203.98,3669.84,2700000,0.65,3922.23,3905.69,3979.77,3734.44,1940000,0.43,3905.55,3479.81,3952.88,3453.37,1340000,12.19,3481.22,3490.83,3583.34,3363.56,1350000,-0.24,3489.52,3522.74,3601.59,3380.60,1510000,-0.94
10/5/2021,4203.98,3922.23,3905.69,3979.77,3734.44,1940000,0.43,3905.55,3479.81,3952.88,3453.37,1340000,12.19,3481.22,3490.83,3583.34,3363.56,1350000,-0.24,3489.52,3522.74,3601.59,3380.60,1510000,-0.94,3522.76,3284.31,3540.78,3228.86,1870000,7.18
9/5/2021,3979.77,3905.55,3479.81,3952.88,3453.37,1340000,12.19,3481.22,3490.83,3583.34,3363.56,1350000,-0.24,3489.52,3522.74,3601.59,3380.60,1510000,-0.94,3522.76,3284.31,3540.78,3228.86,1870000,7.18,3286.71,3429.48,3516.34,3188.90,2740000,-4.16
8/5/2021,3952.88,3481.22,3490.83,3583.34,3363.56,1350000,-0.24,3489.52,3522.74,3601.59,3380.60,1510000,-0.94,3522.76,3284.31,3540.78,3228.86,1870000,7.18,3286.71,3429.48,3516.34,3188.90,2740000,-4.16,3429.37,2950.07,3451.44,2950.07,2320000,16.24
7/5/2021,3583.34,3489.52,3522.74,3601.59,3380.60,1510000,-0.94,3522.76,3284.31,3540.78,3228.86,1870000,7.18,3286.71,3429.48,3516.34,3188.90,2740000,-4.16,3429.37,2950.07,3451.44,2950.07,2320000,16.24,2950.33,2945.04,2984.52,2854.12,1300000,0.19
6/5/2021,3601.59,3522.76,3284.31,3540.78,3228.86,1870000,7.18,3286.71,3429.48,3516.34,3188.90,2740000,-4.16,3429.37,2950.07,3451.44,2950.07,2320000,16.24,2950.33,2945.04,2984.52,2854.12,1300000,0.19,2944.66,2772.27,2951.74,2753.60,1510000,6.20
5/5/2021,3540.78,3286.71,3429.48,3516.34,3188.90,2740000,-4.16,3429.37,2950.07,3451.44,2950.07,2320000,16.24,2950.33,2945.04,2984.52,2854.12,1300000,0.19,2944.66,2772.27,2951.74,2753.60,1510000,6.20,2772.78,2757.02,2797.61,2726.03,1520000,0.56
4/5/2021,3516.34,3429.37,2950.07,3451.44,2950.07,2320000,16.24,2950.33,2945.04,2984.52,2854.12,1300000,0.19,2944.66,2772.27,2951.74,2753.60,1510000,6.20,2772.78,2757.02,2797.61,2726.03,1520000,0.56,2757.36,2746.51,2797.52,2670.35,1650000,0.39
3/5/2021,3451.44,2950.33,2945.04,2984.52,2854.12,1300000,0.19,2944.66,2772.27,2951.74,2753.60,1510000,6.20,2772.78,2757.02,2797.61,2726.03,1520000,0.56,2757.36,2746.51,2797.52,2670.35,1650000,0.39,2746.54,2665.83,2759.03,2562.74,1740000,3.05
2/5/2021,2984.52,2944.66,2772.27,2951.74,2753.60,1510000,6.20,2772.78,2757.02,2797.61,2726.03,1520000,0.56,2757.36,2746.51,2797.52,2670.35,1650000,0.39,2746.54,2665.83,2759.03,2562.74,1740000,3.05,2665.24,2531.07,2677.95,2484.44,1450000,5.22
1/5/2021,2951.74,2772.78,2757.02,2797.61,2726.03,1520000,0.56,2757.36,2746.51,2797.52,2670.35,1650000,0.39,2746.54,2665.83,2759.03,2562.74,1740000,3.05,2665.24,2531.07,2677.95,2484.44,1450000,5.22,2533.12,2320.63,2539.80,2305.97,1790000,9.35
30/4/2021,2797.61,2757.36,2746.51,2797.52,2670.35,1650000,0.39,2746.54,2665.83,2759.03,2562.74,1740000,3.05,2665.24,2531.07,2677.95,2484.44,1450000,5.22,2533.12,2320.63,2539.80,2305.97,1790000,9.35,2316.48,2217.23,2355.20,2169.91,1020000,4.54
29/4/2021,2797.52,2746.54,2665.83,2759.03,2562.74,1740000,3.05,2665.24,2531.07,2677.95,2484.44,1450000,5.22,2533.12,2320.63,2539.80,2305.97,1790000,9.35,2316.48,2217.23,2355.20,2169.91,1020000,4.54,2215.93,2367.35,2367.46,2159.60,1610000,-6.39
28/4/2021,2759.03,2665.24,2531.07,2677.95,2484.44,1450000,5.22,2533.12,2320.63,2539.80,2305.97,1790000,9.35,2316.48,2217.23,2355.20,2169.91,1020000,4.54,2215.93,2367.35,2367.46,2159.60,1610000,-6.39,2367.31,2398.95,2440.21,2119.26,3460000,-1.41
27/4/2021,2677.95,2533.12,2320.63,2539.80,2305.97,1790000,9.35,2316.48,2217.23,2355.20,2169.91,1020000,4.54,2215.93,2367.35,2367.46,2159.60,1610000,-6.39,2367.31,2398.95,2440.21,2119.26,3460000,-1.41,2401.10,2360.32,2642.99,2313.46,3170000,1.71
26/4/2021,2539.80,2316.48,2217.23,2355.20,2169.91,1020000,4.54,2215.93,2367.35,2367.46,2159.60,1610000,-6.39,2367.31,2398.95,2440.21,2119.26,3460000,-1.41,2401.10,2360.32,2642.99,2313.46,3170000,1.71,2360.81,2331.84,2467.51,2238.15,2100000,1.23
25/4/2021,2355.20,2215.93,2367.35,2367.46,2159.60,1610000,-6.39,2367.31,2398.95,2440.21,2119.26,3460000,-1.41,2401.10,2360.32,2642.99,2313.46,3170000,1.71,2360.81,2331.84,2467.51,2238.15,2100000,1.23,2332.14,2161.06,2345.18,2058.00,1860000,7.94
24/4/2021,2367.46,2367.31,2398.95,2440.21,2119.26,3460000,-1.41,2401.10,2360.32,2642.99,2313.46,3170000,1.71,2360.81,2331.84,2467.51,2238.15,2100000,1.23,2332.14,2161.06,2345.18,2058.00,1860000,7.94,2160.63,2236.10,2275.87,2081.30,1900000,-3.42
23/4/2021,2440.21,2401.10,2360.32,2642.99,2313.46,3170000,1.71,2360.81,2331.84,2467.51,2238.15,2100000,1.23,2332.14,2161.06,2345.18,2058.00,1860000,7.94,2160.63,2236.10,2275.87,2081.30,1900000,-3.42,2237.17,2317.88,2338.53,1948.93,2760000,-3.50
22/4/2021,2642.99,2360.81,2331.84,2467.51,2238.15,2100000,1.23,2332.14,2161.06,2345.18,2058.00,1860000,7.94,2160.63,2236.10,2275.87,2081.30,1900000,-3.42,2237.17,2317.88,2338.53,1948.93,2760000,-3.50,2318.33,2424.12,2493.93,2314.12,1730000,-4.33
21/4/2021,2467.51,2332.14,2161.06,2345.18,2058.00,1860000,7.94,2160.63,2236.10,2275.87,2081.30,1900000,-3.42,2237.17,2317.88,2338.53,1948.93,2760000,-3.50,2318.33,2424.12,2493.93,2314.12,1730000,-4.33,2423.18,2514.55,2544.54,2302.30,2080000,-3.62
20/4/2021,2345.18,2160.63,2236.10,2275.87,2081.30,1900000,-3.42,2237.17,2317.88,2338.53,1948.93,2760000,-3.50,2318.33,2424.12,2493.93,2314.12,1730000,-4.33,2423.18,2514.55,2544.54,2302.30,2080000,-3.62,2514.22,2432.90,2541.90,2402.75,1910000,3.40
19/4/2021,2275.87,2237.17,2317.88,2338.53,1948.93,2760000,-3.50,2318.33,2424.12,2493.93,2314.12,1730000,-4.33,2423.18,2514.55,2544.54,2302.30,2080000,-3.62,2514.22,2432.90,2541.90,2402.75,1910000,3.40,2431.56,2299.25,2445.40,2281.49,2110000,5.72
18/4/2021,2338.53,2318.33,2424.12,2493.93,2314.12,1730000,-4.33,2423.18,2514.55,2544.54,2302.30,2080000,-3.62,2514.22,2432.90,2541.90,2402.75,1910000,3.40,2431.56,2299.25,2445.40,2281.49,2110000,5.72,2299.93,2137.55,2315.47,2136.49,2380000,7.58
17/4/2021,2493.93,2423.18,2514.55,2544.54,2302.30,2080000,-3.62,2514.22,2432.90,2541.90,2402.75,1910000,3.40,2431.56,2299.25,2445.40,2281.49,2110000,5.72,2299.93,2137.55,2315.47,2136.49,2380000,7.58,2137.81,2150.79,2199.52,2103.73,2160000,-0.63
16/4/2021,2544.54,2514.22,2432.90,2541.90,2402.75,1910000,3.40,2431.56,2299.25,2445.40,2281.49,2110000,5.72,2299.93,2137.55,2315.47,2136.49,2380000,7.58,2137.81,2150.79,2199.52,2103.73,2160000,-0.63,2151.42,2133.89,2164.76,2114.55,1970000,0.83
15/4/2021,2541.90,2431.56,2299.25,2445.40,2281.49,2110000,5.72,2299.93,2137.55,2315.47,2136.49,2380000,7.58,2137.81,2150.79,2199.52,2103.73,2160000,-0.63,2151.42,2133.89,2164.76,2114.55,1970000,0.83,2133.79,2067.26,2197.73,2058.23,2090000,3.23
14/4/2021,2445.40,2299.93,2137.55,2315.47,2136.49,2380000,7.58,2137.81,2150.79,2199.52,2103.73,2160000,-0.63,2151.42,2133.89,2164.76,2114.55,1970000,0.83,2133.79,2067.26,2197.73,2058.23,2090000,3.23,2066.93,2080.20,2101.07,2050.39,2470000,-0.62
13/4/2021,2315.47,2137.81,2150.79,2199.52,2103.73,2160000,-0.63,2151.42,2133.89,2164.76,2114.55,1970000,0.83,2133.79,2067.26,2197.73,2058.23,2090000,3.23,2066.93,2080.20,2101.07,2050.39,2470000,-0.62,2079.92,1962.44,2084.08,1951.83,1730000,6.04
12/4/2021,2199.52,2151.42,2133.89,2164.76,2114.55,1970000,0.83,2133.79,2067.26,2197.73,2058.23,2090000,3.23,2066.93,2080.20,2101.07,2050.39,2470000,-0.62,2079.92,1962.44,2084.08,1951.83,1730000,6.04,1961.46,2112.41,2128.25,1939.64,2300000,-7.11
11/4/2021,2164.76,2133.79,2067.26,2197.73,2058.23,2090000,3.23,2066.93,2080.20,2101.07,2050.39,2470000,-0.62,2079.92,1962.44,2084.08,1951.83,1730000,6.04,1961.46,2112.41,2128.25,1939.64,2300000,-7.11,2111.53,2108.81,2150.78,2047.48,1930000,0.24
10/4/2021,2197.73,2066.93,2080.20,2101.07,2050.39,2470000,-0.62,2079.92,1962.44,2084.08,1951.83,1730000,6.04,1961.46,2112.41,2128.25,1939.64,2300000,-7.11,2111.53,2108.81,2150.78,2047.48,1930000,0.24,2106.41,2076.14,2127.89,2004.05,2310000,1.47
9/4/2021,2101.07,2079.92,1962.44,2084.08,1951.83,1730000,6.04,1961.46,2112.41,2128.25,1939.64,2300000,-7.11,2111.53,2108.81,2150.78,2047.48,1930000,0.24,2106.41,2076.14,2127.89,2004.05,2310000,1.47,2075.94,2007.82,2091.31,1982.00,1590000,3.35
8/4/2021,2084.08,1961.46,2112.41,2128.25,1939.64,2300000,-7.11,2111.53,2108.81,2150.78,2047.48,1930000,0.24,2106.41,2076.14,2127.89,2004.05,2310000,1.47,2075.94,2007.82,2091.31,1982.00,1590000,3.35,2008.59,2134.66,2137.68,2004.40,2010000,-5.90
7/4/2021,2128.25,2111.53,2108.81,2150.78,2047.48,1930000,0.24,2106.41,2076.14,2127.89,2004.05,2310000,1.47,2075.94,2007.82,2091.31,1982.00,1590000,3.35,2008.59,2134.66,2137.68,2004.40,2010000,-5.90,2134.55,1968.12,2144.11,1949.99,2470000,8.47
6/4/2021,2150.78,2106.41,2076.14,2127.89,2004.05,2310000,1.47,2075.94,2007.82,2091.31,1982.00,1590000,3.35,2008.59,2134.66,2137.68,2004.40,2010000,-5.90,2134.55,1968.12,2144.11,1949.99,2470000,8.47,1967.96,1918.82,1983.84,1897.38,2080000,2.61
5/4/2021,2127.89,2075.94,2007.82,2091.31,1982.00,1590000,3.35,2008.59,2134.66,2137.68,2004.40,2010000,-5.90,2134.55,1968.12,2144.11,1949.99,2470000,8.47,1967.96,1918.82,1983.84,1897.38,2080000,2.61,1917.99,1841.01,1945.40,1774.66,2590000,4.18
4/4/2021,2091.31,2008.59,2134.66,2137.68,2004.40,2010000,-5.90,2134.55,1968.12,2144.11,1949.99,2470000,8.47,1967.96,1918.82,1983.84,1897.38,2080000,2.61,1917.99,1841.01,1945.40,1774.66,2590000,4.18,1841.01,1816.92,1857.65,1788.60,3030000,1.34
3/4/2021,2137.68,2134.55,1968.12,2144.11,1949.99,2470000,8.47,1967.96,1918.82,1983.84,1897.38,2080000,2.61,1917.99,1841.01,1945.40,1774.66,2590000,4.18,1841.01,1816.92,1857.65,1788.60,3030000,1.34,1816.69,1686.88,1839.41,1678.38,1940000,7.70
2/4/2021,2144.11,1967.96,1918.82,1983.84,1897.38,2080000,2.61,1917.99,1841.01,1945.40,1774.66,2590000,4.18,1841.01,1816.92,1857.65,1788.60,3030000,1.34,1816.69,1686.88,1839.41,1678.38,1940000,7.70,1686.80,1712.89,1724.74,1661.92,1310000,-1.53
1/4/2021,1983.84,1917.99,1841.01,1945.40,1774.66,2590000,4.18,1841.01,1816.92,1857.65,1788.60,3030000,1.34,1816.69,1686.88,1839.41,1678.38,1940000,7.70,1686.80,1712.89,1724.74,1661.92,1310000,-1.53,1713.01,1698.68,1731.73,1667.12,1400000,0.85
31/3/2021,1945.40,1841.01,1816.92,1857.65,1788.60,3030000,1.34,1816.69,1686.88,1839.41,1678.38,1940000,7.70,1686.80,1712.89,1724.74,1661.92,1310000,-1.53,1713.01,1698.68,1731.73,1667.12,1400000,0.85,1698.60,1586.36,1699.27,1586.28,1640000,7.06
30/3/2021,1857.65,1816.69,1686.88,1839.41,1678.38,1940000,7.70,1686.80,1712.89,1724.74,1661.92,1310000,-1.53,1713.01,1698.68,1731.73,1667.12,1400000,0.85,1698.60,1586.36,1699.27,1586.28,1640000,7.06,1586.54,1582.23,1621.32,1550.11,1540000,0.26
29/3/2021,1839.41,1686.80,1712.89,1724.74,1661.92,1310000,-1.53,1713.01,1698.68,1731.73,1667.12,1400000,0.85,1698.60,1586.36,1699.27,1586.28,1640000,7.06,1586.54,1582.23,1621.32,1550.11,1540000,0.26,1582.38,1668.42,1739.82,1546.48,1880000,-5.13
28/3/2021,1724.74,1713.01,1698.68,1731.73,1667.12,1400000,0.85,1698.60,1586.36,1699.27,1586.28,1640000,7.06,1586.54,1582.23,1621.32,1550.11,1540000,0.26,1582.38,1668.42,1739.82,1546.48,1880000,-5.13,1667.90,1681.50,1720.01,1654.14,1460000,-0.86
27/3/2021,1731.73,1698.60,1586.36,1699.27,1586.28,1640000,7.06,1586.54,1582.23,1621.32,1550.11,1540000,0.26,1582.38,1668.42,1739.82,1546.48,1880000,-5.13,1667.90,1681.50,1720.01,1654.14,1460000,-0.86,1682.37,1783.58,1806.62,1659.28,1580000,-5.68
26/3/2021,1699.27,1586.54,1582.23,1621.32,1550.11,1540000,0.26,1582.38,1668.42,1739.82,1546.48,1880000,-5.13,1667.90,1681.50,1720.01,1654.14,1460000,-0.86,1682.37,1783.58,1806.62,1659.28,1580000,-5.68,1783.72,1804.60,1815.85,1748.47,1430000,-1.16
25/3/2021,1621.32,1582.38,1668.42,1739.82,1546.48,1880000,-5.13,1667.90,1681.50,1720.01,1654.14,1460000,-0.86,1682.37,1783.58,1806.62,1659.28,1580000,-5.68,1783.72,1804.60,1815.85,1748.47,1430000,-1.16,1804.60,1809.09,1868.09,1801.60,27030,-0.28
24/3/2021,1739.82,1667.90,1681.50,1720.01,1654.14,1460000,-0.86,1682.37,1783.58,1806.62,1659.28,1580000,-5.68,1783.72,1804.60,1815.85,1748.47,1430000,-1.16,1804.60,1809.09,1868.09,1801.60,27030,-0.28,1809.64,1775.87,1848.88,1735.42,1200000,1.89
23/3/2021,1720.01,1682.37,1783.58,1806.62,1659.28,1580000,-5.68,1783.72,1804.60,1815.85,1748.47,1430000,-1.16,1804.60,1809.09,1868.09,1801.60,27030,-0.28,1809.64,1775.87,1848.88,1735.42,1200000,1.89,1776.08,1823.72,1849.23,1760.83,1530000,-2.59
22/3/2021,1806.62,1783.72,1804.60,1815.85,1748.47,1430000,-1.16,1804.60,1809.09,1868.09,1801.60,27030,-0.28,1809.64,1775.87,1848.88,1735.42,1200000,1.89,1776.08,1823.72,1849.23,1760.83,1530000,-2.59,1823.35,1804.56,1837.88,1743.62,1500000,1.03
21/3/2021,1815.85,1804.60,1809.09,1868.09,1801.60,27030,-0.28,1809.64,1775.87,1848.88,1735.42,1200000,1.89,1776.08,1823.72,1849.23,1760.83,1530000,-2.59,1823.35,1804.56,1837.88,1743.62,1500000,1.03,1804.85,1792.08,1817.35,1715.97,1810000,0.70
20/3/2021,1868.09,1809.64,1775.87,1848.88,1735.42,1200000,1.89,1776.08,1823.72,1849.23,1760.83,1530000,-2.59,1823.35,1804.56,1837.88,1743.62,1500000,1.03,1804.85,1792.08,1817.35,1715.97,1810000,0.70,1792.38,1848.18,1890.59,1745.04,1700000,-3.07
19/3/2021,1848.88,1776.08,1823.72,1849.23,1760.83,1530000,-2.59,1823.35,1804.56,1837.88,1743.62,1500000,1.03,1804.85,1792.08,1817.35,1715.97,1810000,0.70,1792.38,1848.18,1890.59,1745.04,1700000,-3.07,1849.06,1921.29,1932.36,1836.78,671560,-3.75
18/3/2021,1849.23,1823.35,1804.56,1837.88,1743.62,1500000,1.03,1804.85,1792.08,1817.35,1715.97,1810000,0.70,1792.38,1848.18,1890.59,1745.04,1700000,-3.07,1849.06,1921.29,1932.36,1836.78,671560,-3.75,1921.13,1767.05,1943.36,1730.46,1790000,8.73
17/3/2021,1837.88,1804.85,1792.08,1817.35,1715.97,1810000,0.70,1792.38,1848.18,1890.59,1745.04,1700000,-3.07,1849.06,1921.29,1932.36,1836.78,671560,-3.75,1921.13,1767.05,1943.36,1730.46,1790000,8.73,1766.90,1827.44,1841.19,1723.18,1520000,-3.23
16/3/2021,1817.35,1792.38,1848.18,1890.59,1745.04,1700000,-3.07,1849.06,1921.29,1932.36,1836.78,671560,-3.75,1921.13,1767.05,1943.36,1730.46,1790000,8.73,1766.90,1827.44,1841.19,1723.18,1520000,-3.23,1825.79,1794.28,1845.32,1729.05,1580000,1.76
15/3/2021,1890.59,1849.06,1921.29,1932.36,1836.78,671560,-3.75,1921.13,1767.05,1943.36,1730.46,1790000,8.73,1766.90,1827.44,1841.19,1723.18,1520000,-3.23,1825.79,1794.28,1845.32,1729.05,1580000,1.76,1794.14,1869.32,1875.98,1759.50,1660000,-4.01
14/3/2021,1932.36,1921.13,1767.05,1943.36,1730.46,1790000,8.73,1766.90,1827.44,1841.19,1723.18,1520000,-3.23,1825.79,1794.28,1845.32,1729.05,1580000,1.76,1794.14,1869.32,1875.98,1759.50,1660000,-4.01,1869.10,1831.57,1869.10,1801.29,1580000,2.05
13/3/2021,1943.36,1766.90,1827.44,1841.19,1723.18,1520000,-3.23,1825.79,1794.28,1845.32,1729.05,1580000,1.76,1794.14,1869.32,1875.98,1759.50,1660000,-4.01,1869.10,1831.57,1869.10,1801.29,1580000,2.05,1831.49,1727.17,1841.05,1665.54,1970000,5.98
12/3/2021,1841.19,1825.79,1794.28,1845.32,1729.05,1580000,1.76,1794.14,1869.32,1875.98,1759.50,1660000,-4.01,1869.10,1831.57,1869.10,1801.29,1580000,2.05,1831.49,1727.17,1841.05,1665.54,1970000,5.98,1728.10,1650.94,1732.84,1634.73,1690000,4.78
11/3/2021,1845.32,1794.14,1869.32,1875.98,1759.50,1660000,-4.01,1869.10,1831.57,1869.10,1801.29,1580000,2.05,1831.49,1727.17,1841.05,1665.54,1970000,5.98,1728.10,1650.94,1732.84,1634.73,1690000,4.78,1649.19,1530.24,1670.01,1514.62,2070000,7.77
10/3/2021,1875.98,1869.10,1831.57,1869.10,1801.29,1580000,2.05,1831.49,1727.17,1841.05,1665.54,1970000,5.98,1728.10,1650.94,1732.84,1634.73,1690000,4.78,1649.19,1530.24,1670.01,1514.62,2070000,7.77,1530.29,1539.73,1548.71,1443.32,1670000,-0.54
9/3/2021,1869.10,1831.49,1727.17,1841.05,1665.54,1970000,5.98,1728.10,1650.94,1732.84,1634.73,1690000,4.78,1649.19,1530.24,1670.01,1514.62,2070000,7.77,1530.29,1539.73,1548.71,1443.32,1670000,-0.54,1538.61,1567.84,1623.73,1506.86,1700000,-2.06
8/3/2021,1841.05,1728.10,1650.94,1732.84,1634.73,1690000,4.78,1649.19,1530.24,1670.01,1514.62,2070000,7.77,1530.29,1539.73,1548.71,1443.32,1670000,-0.54,1538.61,1567.84,1623.73,1506.86,1700000,-2.06,1571.05,1488.80,1653.04,1477.72,1170000,5.54
7/3/2021,1732.84,1649.19,1530.24,1670.01,1514.62,2070000,7.77,1530.29,1539.73,1548.71,1443.32,1670000,-0.54,1538.61,1567.84,1623.73,1506.86,1700000,-2.06,1571.05,1488.80,1653.04,1477.72,1170000,5.54,1488.62,1570.00,1602.13,1457.22,1740000,-5.19
6/3/2021,1670.01,1530.29,1539.73,1548.71,1443.32,1670000,-0.54,1538.61,1567.84,1623.73,1506.86,1700000,-2.06,1571.05,1488.80,1653.04,1477.72,1170000,5.54,1488.62,1570.00,1602.13,1457.22,1740000,-5.19,1570.03,1418.91,1571.15,1411.55,1920000,10.66
5/3/2021,1548.71,1538.61,1567.84,1623.73,1506.86,1700000,-2.06,1571.05,1488.80,1653.04,1477.72,1170000,5.54,1488.62,1570.00,1602.13,1457.22,1740000,-5.19,1570.03,1418.91,1571.15,1411.55,1920000,10.66,1418.76,1458.84,1467.76,1294.79,2070000,-2.75
4/3/2021,1623.73,1571.05,1488.80,1653.04,1477.72,1170000,5.54,1488.62,1570.00,1602.13,1457.22,1740000,-5.19,1570.03,1418.91,1571.15,1411.55,1920000,10.66,1418.76,1458.84,1467.76,1294.79,2070000,-2.75,1458.93,1445.69,1527.69,1427.15,1560000,0.93
3/3/2021,1653.04,1488.62,1570.00,1602.13,1457.22,1740000,-5.19,1570.03,1418.91,1571.15,1411.55,1920000,10.66,1418.76,1458.84,1467.76,1294.79,2070000,-2.75,1458.93,1445.69,1527.69,1427.15,1560000,0.93,1445.44,1476.77,1561.66,1403.30,2130000,-2.08
2/3/2021,1602.13,1570.03,1418.91,1571.15,1411.55,1920000,10.66,1418.76,1458.84,1467.76,1294.79,2070000,-2.75,1458.93,1445.69,1527.69,1427.15,1560000,0.93,1445.44,1476.77,1561.66,1403.30,2130000,-2.08,1476.15,1623.76,1669.24,1460.92,1750000,-9.09
1/3/2021,1571.15,1418.76,1458.84,1467.76,1294.79,2070000,-2.75,1458.93,1445.69,1527.69,1427.15,1560000,0.93,1445.44,1476.77,1561.66,1403.30,2130000,-2.08,1476.15,1623.76,1669.24,1460.92,1750000,-9.09,1623.71,1578.27,1711.16,1505.79,2190000,2.89
28/2/2021,1467.76,1458.93,1445.69,1527.69,1427.15,1560000,0.93,1445.44,1476.77,1561.66,1403.30,2130000,-2.08,1476.15,1623.76,1669.24,1460.92,1750000,-9.09,1623.71,1578.27,1711.16,1505.79,2190000,2.89,1578.11,1777.25,1781.44,1370.45,3600000,-11.21
27/2/2021,1527.69,1445.44,1476.77,1561.66,1403.30,2130000,-2.08,1476.15,1623.76,1669.24,1460.92,1750000,-9.09,1623.71,1578.27,1711.16,1505.79,2190000,2.89,1578.11,1777.25,1781.44,1370.45,3600000,-11.21,1777.28,1933.52,1935.04,1561.68,2680000,-8.08
26/2/2021,1561.66,1476.15,1623.76,1669.24,1460.92,1750000,-9.09,1623.71,1578.27,1711.16,1505.79,2190000,2.89,1578.11,1777.25,1781.44,1370.45,3600000,-11.21,1777.28,1933.52,1935.04,1561.68,2680000,-8.08,1933.45,1912.97,1974.99,1885.70,1470000,1.02
25/2/2021,1669.24,1623.71,1578.27,1711.16,1505.79,2190000,2.89,1578.11,1777.25,1781.44,1370.45,3600000,-11.21,1777.28,1933.52,1935.04,1561.68,2680000,-8.08,1933.45,1912.97,1974.99,1885.70,1470000,1.02,1913.88,1955.54,2040.79,1800.00,2290000,-2.13
24/2/2021,1711.16,1578.11,1777.25,1781.44,1370.45,3600000,-11.21,1777.28,1933.52,1935.04,1561.68,2680000,-8.08,1933.45,1912.97,1974.99,1885.70,1470000,1.02,1913.88,1955.54,2040.79,1800.00,2290000,-2.13,1955.59,1934.17,1968.93,1892.70,1780000,1.11
23/2/2021,1781.44,1777.28,1933.52,1935.04,1561.68,2680000,-8.08,1933.45,1912.97,1974.99,1885.70,1470000,1.02,1913.88,1955.54,2040.79,1800.00,2290000,-2.13,1955.59,1934.17,1968.93,1892.70,1780000,1.11,1934.16,1849.95,1950.04,1849.05,881870,4.67
22/2/2021,1935.04,1933.45,1912.97,1974.99,1885.70,1470000,1.02,1913.88,1955.54,2040.79,1800.00,2290000,-2.13,1955.59,1934.17,1968.93,1892.70,1780000,1.11,1934.16,1849.95,1950.04,1849.05,881870,4.67,1847.95,1781.44,1854.03,1734.15,1690000,3.72
21/2/2021,1974.99,1913.88,1955.54,2040.79,1800.00,2290000,-2.13,1955.59,1934.17,1968.93,1892.70,1780000,1.11,1934.16,1849.95,1950.04,1849.05,881870,4.67,1847.95,1781.44,1854.03,1734.15,1690000,3.72,1781.69,1778.63,1827.07,1726.78,1480000,0.16
20/2/2021,2040.79,1955.59,1934.17,1968.93,1892.70,1780000,1.11,1934.16,1849.95,1950.04,1849.05,881870,4.67,1847.95,1781.44,1854.03,1734.15,1690000,3.72,1781.69,1778.63,1827.07,1726.78,1480000,0.16,1778.82,1800.60,1835.51,1661.09,1940000,-1.27
19/2/2021,1968.93,1934.16,1849.95,1950.04,1849.05,881870,4.67,1847.95,1781.44,1854.03,1734.15,1690000,3.72,1781.69,1778.63,1827.07,1726.78,1480000,0.16,1778.82,1800.60,1835.51,1661.09,1940000,-1.27,1801.78,1815.44,1850.00,1787.11,1430000,-0.76
